0.000558,-0.000523,0.094368,1.025000
-0.000332,0.000265,0.094844,2.065000
-0.000333,-0.000341,0.095040,3.085000
0.001782,-0.000661,0.094846,4.255000
0.003016,-0.000151,0.095010,5.385000
0.002153,0.000869,0.096026,6.465000
0.000611,-0.000886,0.095716,7.545000
0.000295,-0.000504,0.096811,8.605000
0.001043,0.000486,0.097650,9.735000
-0.000295,-0.001237,0.096843,10.750000
-0.001325,-0.000464,0.098077,11.751000
-0.000399,-0.002784,0.099952,12.765000
0.000609,-0.002340,0.100934,13.865000
0.001455,0.001774,0.103474,15.565000
0.001051,0.002968,0.099760,16.569000
0.000448,0.002936,0.099066,17.695000
0.004383,-0.001831,0.098794,18.705000
-0.002936,0.001401,0.094488,19.722000
-0.005112,0.002644,0.093869,20.731000
0.000422,0.003881,0.095001,21.733000
-0.002563,0.006314,0.094496,22.735000
-0.000803,0.000728,0.095184,23.747000
0.001772,0.001220,0.096207,24.750000
0.003040,-0.002154,0.097820,25.765000
0.002895,-0.003175,0.098673,27.265000
0.004288,-0.001454,0.098420,28.395000
0.003293,-0.001154,0.099261,29.545000
0.003039,0.000940,0.099140,30.605000
0.001376,0.001906,0.098237,31.655000
0.003239,-0.001511,0.101629,32.755000
0.002669,0.001166,0.103550,33.758000
0.001853,-0.002395,0.102653,34.759000
0.000417,-0.002927,0.098598,36.365000
0.003519,0.000782,0.098700,37.425000
-0.116377,-0.087817,0.278459,38.575000
-0.172003,0.007487,0.290061,39.665000
-0.195358,0.018920,0.413521,40.672000
-0.085714,0.039860,0.490770,41.682000
-0.047439,0.037779,0.504656,42.745000
-0.652588,-0.082265,0.610317,43.754000
-1.093369,-0.073595,0.640913,45.565000
-1.813560,-0.059434,0.666916,46.595000
-2.211382,-0.013213,0.704954,47.655000
-2.796965,0.011332,0.799130,48.705000
-3.525370,0.052986,0.731188,49.707000
-3.960003,0.063721,0.689200,50.709000
-4.078108,0.063801,0.697779,51.755000
-5.043244,0.066779,0.874300,52.761000
-5.791530,0.076732,1.000042,53.763000
-6.516809,0.068203,1.109771,54.885000
-7.103153,0.081696,1.117871,56.045000
-7.933962,0.071937,1.041120,57.115000
-8.397368,0.091266,0.961149,58.195000
-9.107772,-0.050639,0.892469,59.255000
-9.215798,-0.607577,0.886668,60.265000
-9.295078,-1.380288,0.933056,61.285000
-9.401613,-2.188604,0.880537,62.315000
-9.483061,-3.049563,0.866428,63.365000
-9.513468,-4.135625,0.809805,64.495000
-9.465319,-5.196640,0.824304,65.595000
-9.081948,-6.320128,0.904978,66.685000
-8.835422,-6.563330,1.120875,67.696000
-8.762305,-6.484997,1.117540,68.704000
-8.776326,-6.539643,1.183853,69.707000
-8.402090,-6.774714,1.349501,70.714000
-7.560141,-6.805203,1.506714,71.715000
-7.499224,-6.773169,1.540491,72.745000
-5.630058,-6.850214,1.926641,73.759000
-4.376882,-6.820045,2.034779,75.465000
-2.910826,-6.808508,2.110685,76.505000
-1.636042,-6.831065,2.131452,77.545000
-0.575777,-6.865055,2.120908,78.665000
1.008690,-6.796687,2.004282,79.686000
1.133494,-6.801878,2.004856,80.735000
2.882370,-6.739573,1.899158,81.743000
3.651590,-6.738480,1.872874,82.758000
4.721133,-6.743148,1.937515,83.865000
5.676531,-6.758091,1.930661,85.035000
6.363375,-6.759995,1.925988,86.045000
6.865723,-6.766040,1.925531,87.665000
7.047956,-6.581339,1.943393,88.681000
7.054383,-6.494774,1.931674,89.745000
7.655597,-5.647784,1.927941,90.761000
7.808591,-5.200278,1.958604,91.763000
7.783837,-4.611371,1.892411,93.265000
7.841998,-4.049706,1.836437,94.365000
7.980002,-3.214824,1.826576,95.495000
8.128086,-2.763221,1.844411,96.605000
