0.008049,0.000678,0.103854,1.190000
0.008179,-0.000776,0.103190,2.330000
0.006677,0.001426,0.103179,3.460000
0.008698,0.000555,0.102570,4.620000
0.008963,0.000481,0.102216,5.680000
0.008411,0.000180,0.102455,6.688000
0.004995,0.000408,0.103763,7.689000
0.006487,0.001057,0.103458,8.693000
0.005890,-0.001313,0.102557,9.700000
0.007722,-0.001360,0.102067,10.706000
0.009066,-0.002050,0.102549,11.713000
0.004837,-0.002490,0.102324,12.726000
0.005453,-0.000918,0.102121,14.030000
0.005788,-0.000768,0.101684,15.130000
0.004440,-0.001122,0.101923,16.330000
0.004901,-0.000485,0.102641,17.380000
0.005070,-0.000350,0.103376,18.560000
0.004686,-0.001920,0.103018,19.640000
0.007528,-0.000094,0.102217,20.646000
0.007116,0.000386,0.101710,21.658000
0.006737,0.000259,0.101697,22.690000
0.003661,-0.000176,0.103183,23.701000
0.005579,-0.000547,0.103725,24.719000
0.005556,-0.001274,0.102644,25.722000
0.006225,-0.000700,0.102144,26.724000
0.004975,-0.001654,0.102193,27.860000
0.004254,-0.001331,0.102880,28.880000
0.005492,-0.001086,0.104318,30.630000
0.007231,-0.002574,0.105087,31.720000
0.005011,-0.001365,0.104778,33.330000
0.004616,-0.002553,0.104266,34.480000
0.004698,-0.003180,0.105091,35.530000
0.004957,-0.002775,0.105545,36.640000
0.005850,-0.000431,0.104109,37.649000
0.003650,0.001056,0.102603,38.665000
0.004082,-0.002879,0.104025,39.680000
